teams
team_name,record,conference,division,manager
Arizona Diamondbacks,"69-93,",National,West,Chip Hale
Atlanta Braves,"68-93,",National,East,Fredi Gonzalez
Baltimore Orioles,"89-73,",American,East,Buck Showalter
Boston Red Sox,"93-69,",American,East,John Farrell
Chicago Cubs,"103-58,",National,Central,Joe Maddon
Chicago White Sox,"78-84,",American,Central,Robin Ventura
Cincinnati Reds,"68-94,",National,Central,Bryan Price
Cleveland Indians,"94-67,",American,Central,Terry Francona
Colorado Rockies,"75-87,",National,West,Walt Weiss
Detroid Tigers,"86-75,",American,Central,Brad Ausmus
Houston Astros,"84-78,",American,West,A.J. Hinch
Kansas City Royals,"81-81,",American,Central,Ned Yost
Los Angeles Angels of Anaheim,"74-88,",American,West,Mike Scioscia
Los Angeles Dodgers,"91-71,",National,West,Dave Roberts
Miami Marlins,"79-82,",National,East,Don Mattingly
Milwaukee Brewers,"73-89,",National,Central,Craig Counsell
Minnesota Twins,"59-103,",American,Central,Paul Molitor
New York Mets,"87-75,",National,East,Terry Collins
New York Yankees,"84-78,",American,East,Joe Girardi
Oakland Athletics,"69-93,",American,West,Bob Melvin
Philadelphia Phillies,"71-91,",National,East,Pete Mackanin
Pittsbugh Pirates,"78-83,",National,Central,Clint Hurdle
San Diego Padres,"68-94,",National,West,Andy Green
San Francisco Giants,"87-75,",National,West,Bruce Bochy
Seattle Mariners,"86-76,",American,West,Scott Servais
St. Louis Cardinals,"86-76,",National,Central,Mike Matheny
Tampa Bay Rays,"68-94,",American,East,Kevin Cash
Texas Rangers,"95-67,",American,West,Jeff Banister
Toronto Blue Jays,"89-73,",American,East,John Gibbons
Washington Nationals,"95-67,",National,East,Dusty Baker



players
player_id,first_name,last_name,position,bats,throws,contract_status,full_legal_name
161,David,Ortiz,Designated Hitter and First Baseman,Left,Left,Contract Info Unavailable,David Americo (Arias) Ortiz 
162,Chris,Young,Pitcher,Both,Right,Contract Info Unavailable,Charles Young 
163,Christian,Vazquez,Catcher,Right,Right,"Signed thru 2017, 1 yr/$561k (17)",Christian Rafael Vazquez 
164,Aaron,Hill,"Second Baseman, Third Baseman and Shortstop",Right,Right,"Signed thru 2017, 1 yr/$2M (17)",Aaron Walter Hill 
165,Andrew,Benintendi,Leftfielder,Left,Left,"Signed thru 2017, 1 yr/$549k (17)",Andrew S. Benintendi 
166,Ryan,Hanigan,Catcher,Right,Right,Free Agent,Ryan Michael Hanigan 
167,Michael,Martinez,Catcher,Left,Right,Contract Info Unavailable,Joseph Michael Martin 
168,Blake,Swihart,Catcher and Leftfielder,Both,Right,Pre-Arb Eligible,Blake Aubry Swihart 
169,Bryce,Brentz,Leftfielder,Right,Right,Pre-Arb Eligible,Bryce Everett Brentz 
170,Josh,Rutledge,"Shortstop, Second Baseman and Third Baseman",Right,Right,"Signed thru 2017, 1 yr/$600k (17)",Joshua Alan Rutledge 
171,Marco,Hernandez,Pitcher,Right,Right,Contract Info Unavailable,Manuel Antonio (Montas) Hernandez 
172,Bryan,Holaday,Catcher,Right,Right,1st-Year Arb Eligible,John Bryan Holaday 
173,Yoan,Moncada,Third Baseman and Designated Hitter,Both,Right,Pre-Arb Eligible,Yoan Manuel (Olivera) Moncada 
174,Deven,Marrero,"Third Baseman, Shortstop and Second Baseman",Right,Right,Pre-Arb Eligible,Deven Sommer Marrero 
175,Rusney,Castillo
176,Pablo,Sandoval,Third Baseman and First Baseman,Both,Right,"Signed thru 2019, 5 yrs/$95M (15-19) & 20 team option",Pablo Emilio Sandoval 
177,Ryan,LaMarre,Outfielder and Pitcher,Right,Left,Pre-Arb Eligible,Ryan M. LaMarre 
178,Mike,Miller,Second Baseman,Right,Right,Pre-Arb Eligible,Michael Ryan Miller 
179,David,Price,Pitcher,Left,Left,"Signed thru 2022, 7 yrs/$217M (16-22)",David Taylor Price 
180,Rick,Porcello,Pitcher,Right,Right,"Signed thru 2019, 4 yrs/$82.5M (16-19)",Frederick Alfred Porcello 
181,Steven,Wright,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$594k (17)",Steven Richard Wright 
182,Clay,Buchholz,Pitcher,Left,Right,"Signed thru 2017, 7 yrs/$56.75M (11-17)",Clay Daniel Buchholz 
183,Drew,Pomeranz,Pitcher,Right,Left,"Signed thru 2017, 1 yr/$4.45M (17)",Thomas Andrew Pomeranz 
184,Eduardo,Rodriguez,Pitcher,Right,Right,Contract Info Unavailable,Eduardo (Reyes) Rodriguez 
185,Carson,Smith,Outfielder and Pinch Hitter,Right,Right,Contract Info Unavailable,Emanuel Carr Smith 
186,Henry,Owens,Pitcher,Right,Right,Contract Info Unavailable,Henry Jay Owens 
187,Tommy,Layne,Pitcher,Left,Left,"Signed thru 2017, 1 yr/$1.08M (17)",Thomas Kevin Layne 
188,Koji,Uehara,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$6M (17)",Koji Uehara 
189,Craig,Kimbrel,Pitcher,Right,Right,"Signed thru 2017, 4 yrs/$42M (14-17) & 18 team option",Craig Michael Kimbrel 
190,Roenis,Elias,Pitcher,Left,Left,"Signed thru 2017, 1 yr/$583k (17)",Roenis (Leliebre) Elias 
191,Robbie,Ross,Pitcher,Left,Left,"Signed thru 2017, 1 yr/$1.83M (17)",Robert Charles Ross 
192,Sean,O'Sullivan,Pitcher,Right,Right,Contract Info Unavailable,Sean Daniel O'Sullivan 
193,Fernando,Abad,Pitcher,Left,Left,"Signed thru 2017, 1 yr/$2M (17)",Fernando Antonio Abad 
194,Noe,Ramirez,Pitcher,Right,Right,Pre-Arb Eligible,Noe Ramirez 
195,Junichi,Tazawa,Pitcher,Right,Right,"Signed thru 2018, 2 yrs/$12M (17-18)",Junichi Tazawa 
196,Pat,Light,Pitcher,Right,Right,Pre-Arb Eligible,Patrick James Light 
197,Heath,Hembree,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$547k (17)",Richard Heath Hembree 
198,Joe,Kelly,Catcher and Rightfielder,Right,Right,Contract Info Unavailable,John Francis Kelly 
199,William,Cuevas,Pitcher,Right,Right,Pre-Arb Eligible,William Enrique (Osorio) Cuevas 
200,Matt,Barnes,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$564k (17)",Matthew D. Barnes 
201,Robby,Scott,"Second Baseman, Shortstop and Third Baseman",Both,Right,Contract Info Unavailable,Rodney Darrell Scott 
202,Miguel,Montero,Catcher,Left,Right,"Signed thru 2017, 6 yrs/$65.9M (12-17)",Miguel Angel (Fernandez) Montero 
203,Anthony,Rizzo,First Baseman,Left,Left,"Signed thru 2019, 7 yrs/$42M (13-19) & 20-21 team option",Anthony Vincent Rizzo 
204,Ben,Zobrist,"Second Baseman, Outfielder and Shortstop",Both,Right,"Signed thru 2019, 4 yrs/$56M (16-19)",Benjamin Thomas Zobrist 
205,Addison,Russell,Pitcher,Right,Right,Contract Info Unavailable,Adam William Russell 
206,Kris,Bryant,Third Baseman and Leftfielder,Right,Right,"Signed thru 2017, 1 yr/$1.05M (17)",Kristopher Lee Bryant 
207,Jorge,Soler,Rightfielder,Right,Right,"Signed thru 2020, 9 yrs/$30M (12-20)",Jorge Carlos (Castillo) Soler 
208,Dexter,Fowler,Centerfielder,Both,Right,"Signed thru 2021, 5 yrs/$82.5M (17-21)",William Dexter Fowler 
209,Jason,Heyward,Rightfielder,Left,Left,"Signed thru 2023, 8 yrs/$184M (16-23)",Jason Alias Heyward 
210,Javier,Baez,"Second Baseman, Third Baseman and Shortstop",Right,Right,"Signed thru 2017, 1 yr/$609k (17)",Ednel Javier Baez 
211,Willson,Contreras,Catcher and Leftfielder,Right,Right,"Signed thru 2017, 1 yr/$545k (17)",Willson Eduardo Contreras 
212,David,Ross,Catcher,Right,Right,Contract Info Unavailable,David Wade Ross 
213,Matt,Szczur,Outfielder and Pinch Hitter,Right,Right,"Signed thru 2017, 1 yr/$550k (17)",Matthew Szczur 
214,Tommy,La Stella,"Second Baseman, Pinch Hitter and Third Baseman",Left,Right,Pre-Arb Eligible,Thomas F. La Stella 
215,Chris,Coghlan,"Leftfielder, Second Baseman and Third Baseman",Left,Right,Free Agent,Christopher B. Coghlan 
216,Albert,Almora,Centerfielder,Right,Right,"Signed thru 2017, 1 yr/$552k (17)",Reinaldo Albert Almora 
217,Tim,Federowicz,Catcher,Right,Right,1st Year Arb Eligible (Super 2),Timothy Joseph Federowicz 
218,Munenori,Kawasaki,"Second Baseman, Shortstop and Third Baseman",Left,Right,Contract Info Unavailable,Munenori Kawasaki 
219,Jeimer,Candelario,Third Baseman and Pinch Hitter,Both,Right,Pre-Arb Eligible,Jeimer Candelario 
220,Ryan,Kalish,Outfielder and Pinch Hitter,Left,Left,Contract Info Unavailable,Ryan Michael Kalish 
221,Kyle,Schwarber,Leftfielder and Catcher,Left,Right,"Signed thru 2017, 1 yr/$566k (17)",Kyle Joseph Schwarber 
222,Jon,Lester,Pitcher,Left,Left,"Signed thru 2020, 6 yrs/$155M (15-20) & 21 team option",Jonathan Tyler Lester 
223,Jake,Arrieta,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$15.64M (17)",Jacob Joseph Arrieta 
224,Jason,Hammel,Pitcher,Right,Right,"Signed thru 2018, 2 yrs/$16M (17-18) & 19 mutual option",Jason Aaron Hammel 
225,John,Lackey,Pitcher,Right,Right,"Signed thru 2017, 2 yrs/$32M (16-17)",John Derran Lackey 
226,Kyle,Hendricks,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$761k (17)",Kyle Christian Hendricks 
227,Travis,Wood,Pitcher,Right,Left,"Signed thru 2018, 2 yrs/$12M (17-18) & 19 mutual option",Travis A. Wood 
228,Mike,Montgomery,Pitcher,Left,Left,Pre-Arb Eligible,Michael Paul Montgomery 
229,Trevor,Cahill,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$1.75M (17)",Trevor John Cahill 
230,Adam,Warren,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$2.29M (17)",Adam Parrish Warren 
231,Rob,Zastryzny,Pitcher,Right,Left,Pre-Arb Eligible,Robert John Zastryzny 
232,Spencer,Patton,Pitcher,Right,Right,Contract Info Unavailable,Spencer Burdette Patton 
233,Jake,Buchanan,Pitcher,Right,Right,Pre-Arb Eligible,Jake T. Buchanan 
234,Carl,Edwards,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$556k (17)",Carl Fleming Edwards Jr.
235,Joel,Peralta,Pitcher,Right,Right,Contract Info Unavailable,Joel (Gutierrez) Peralta 
236,Clayton,Richard,Pitcher,Left,Left,"Signed thru 2017, 1 yr/$1.75M (17)",Clayton Colby Richard 
237,Pedro,Strop,Pitcher,Right,Right,"Signed thru 2018, 2 yrs/$11.85M (17-18) & 19 team option",Pedro Angel Strop 
238,Hector,Rondon,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$5.8M (17)",Hector Luis Rondon 
239,Justin,Grimm,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$1.83M (17)",Justin Scott Grimm 
240,Neil,Ramirez,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$750k (17)",Neil Andrew Ramirez 
241,Aroldis,Chapman,Pitcher,Left,Left,"Signed thru 2021, 5 yrs/$86M (17-21)",Albertin Aroldis (de la Cruz) Chapman 
242,Joe,Nathan,Pitcher,Right,Right,Free Agent,Joseph Michael Nathan 
243,Joe,Smith,Shortstop and Leftfielder,Unknown,Unknown,Contract Info Unavailable,John Smith 
244,Gerardo,Concepcion,Pitcher,Left,Left,Pre-Arb Eligible,Gerardo (Perez) Concepcion 
245,Felix,Pena,Pitcher,Right,Right,Pre-Arb Eligible,Felix Ricardo Pena 
246,Dioner,Navarro,Catcher,Both,Right,Contract Info Unavailable,Dioner Favian (Vivas) Navarro 
247,Jose,Abreu,Third Baseman and Second Baseman,Right,Right,Contract Info Unavailable,Joseph Lawrence Abreu 
248,Brett,Lawrie,Third Baseman and Second Baseman,Right,Right,Contract Info Unavailable,Brett Russell Lawrie 
249,Tim,Anderson,Shortstop,Right,Right,"Signed thru 2022, 6 yrs/$25M (17-22) & 23-24 team option",Timothy Devon Anderson 
250,Todd,Frazier,Third Baseman and First Baseman,Right,Right,"Signed thru 2017, 1 yr/$12M (17)",Todd Brian Frazier 
251,Melky,Cabrera,Outfielder,Both,Left,"Signed thru 2017, 3 yrs/$42M (15-17)",Melky (Astacio) Cabrera 
252,J.B.,Shuck
253,Adam,Eaton,Pitcher,Right,Right,Contract Info Unavailable,Adam Thomas Eaton 
254,Avisail,Garcia,Rightfielder,Right,Right,"Signed thru 2017, 1 yr/$3M (17)",Avisail Antonio (Yaguarin) Garcia 
255,Tyler,Saladino,"Third Baseman, Second Baseman and Shortstop",Right,Right,"Signed thru 2017, 1 yr/$547k (17)",Tyler Artolo Saladino 
256,Justin,Morneau,First Baseman,Left,Right,Contract Info Unavailable,Justin Ernest George Morneau 
257,Alex,Avila,Catcher and First Baseman,Left,Right,"Signed thru 2017, 1 yr/$2M (17)",Alexander Thomas Avila 
258,Austin,Jackson,Centerfielder,Right,Right,"Signed thru 2017, 1 yr/$1.5M (17)",Austin Jarriel Jackson 
259,Jimmy,Rollins,Shortstop,Both,Right,Contract Info Unavailable,James Calvin Rollins 
260,Yolmer,Sanchez
261,Omar,Narvaez,Catcher,Left,Right,"Signed thru 2017, 1 yr/$540k (17)",Omar David (Beltran) Narvaez 
262,Jerry,Sands,Outfielder and First Baseman,Right,Right,Contract Info Unavailable,Gerald Robert Sands 
263,Jason,Coats,Outfielder,Right,Right,Contract Info Unavailable,Jason Leavell Coats 
264,Leury,Garcia,Pinch Hitter and Centerfielder,Left,Left,Contract Info Unavailable,Leonardo Antonio (Peralta) Garcia 
265,Kevan,Smith,Leftfielder and Pinch Hitter,Right,Right,Contract Info Unavailable,Keith Lavarne Smith 
266,Hector,Sanchez,Catcher and Pinch Hitter,Both,Right,"Signed thru 2017, 1 yr/$750k (17)",Hector Enrique Sanchez 
267,Matt,Davidson,Outfielder,Right,Right,Contract Info Unavailable,John Mark Davidson 
268,Charlie,Tilson,Centerfielder,Left,Left,"Signed thru 2017, 1 yr/$536k (17)",Charles Everett Tilson 
269,Chris,Sale,Pitcher,Left,Left,"Signed thru 2017, 5 yrs/$32.5M (13-17) & 18-19 team option",Christopher Sale 
270,James,Shields,Pitcher,Right,Right,Contract Info Unavailable,Jason Alexander Shiell 
271,Carlos,Rodon,Pitcher,Left,Left,"Signed thru 2017, 1 yr/$600k (17)",Carlos Antonio Rodon 
272,Anthony,Ranaudo,Pitcher,Right,Right,Contract Info Unavailable,Anthony Ronald Ranaudo 
273,Jose,Quintana,Pitcher,Right,Left,"Signed thru 2018, 5 yrs/$26.5M (14-18) & 19-20 team option",Jose Guillermo Quintana 
274,Mat,Latos,Pitcher,Right,Right,Free Agent,Mathew Adam Latos 
275,Matt,Albers,Pitcher,Left,Right,Free Agent,Matthew James Albers 
276,Miguel,Gonzalez,Catcher and First Baseman,Right,Right,Contract Info Unavailable,Miguel Angel (Cordero) Gonzalez 
277,Michael,Ynoa,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$540k (17)",Michael Jose (Ventura) Ynoa 
278,Erik,Johnson,"Shortstop, Second Baseman and Third Baseman",Left,Right,Contract Info Unavailable,Ernest Rudolph Johnson 
279,Matt,Purke,Pitcher,Left,Left,Pre-Arb Eligible,Matthew Taylor Purke 
280,Tommy,Kahnle,Pitcher,Right,Right,Pre-Arb Eligible,Thomas Robert Kahnle 
281,Chris,Beck,Pitcher,Right,Right,Contract Info Unavailable,Chad Lee Beck 
282,John,Danks,Pitcher,Left,Left,Contract Info Unavailable,John William Danks 
283,Zach,Putnam,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$1.18M (17)",Steven Zachary McGuire Putnam 
284,Jacob,Turner,Pitcher,Right,Right,1st-Year Arb Eligible,Jacob Edward Turner 
285,Blake,Smith,Pitcher,Left,Right,Contract Info Unavailable,Blake Matthew Smith 
286,Carson,Fulmer,Pitcher,Right,Right,Pre-Arb Eligible,Carson Springer Fulmer 
287,Scott,Carroll,Outfielder and Third Baseman,Right,Unknown,Contract Info Unavailable,John E. Carroll 
288,Daniel,Webb,Pitcher,Right,Right,Contract Info Unavailable,Robert McDaniel Webb 
289,Zach,Duke,Pitcher,Left,Left,"Signed thru 2017, 3 yrs/$15M (15-17)",Zachary Thomas Duke 
290,Jake,Petricka,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$825k (17)",Jacob Steven Petricka 
291,Dan,Jennings,Pitcher,Left,Left,"Signed thru 2017, 1 yr/$1.4M (17)",Daniel Lee Jennings 
292,Nate,Jones,Pitcher,Right,Right,"Signed thru 2018, 3 yrs/$8M (16-18) & 19-21 team/mutual option",Nathan Andrew Jones 
293,Juan,Minaya,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$535k (17)",Juan Gustavo Minaya 
294,David,Robertson,Rightfielder,Left,Left,Contract Info Unavailable,Davis Aydelotte Robertson 
295,Tyler,Danish,Pitcher,Right,Right,Pre-Arb Eligible,Tyler Michael Danish 
296,Tucker,Barnhart,Catcher,Both,Right,"Signed thru 2017, 1 yr/$575k (17)",Tucker Jackson Barnhart 
297,Joey,Votto,First Baseman,Left,Right,"Signed thru 2023, 10 yrs/$225M (14-23) & 24 team option",Joseph Daniel Votto 
298,Brandon,Phillips,Second Baseman,Right,Right,"Signed thru 2017, 10 yrs/$98M (08-17)",Brandon Emil Phillips 
299,Zack,Cozart,Shortstop,Right,Right,"Signed thru 2017, 1 yr/$5.33M (17)",Zachary Warren Cozart 
300,Eugenio,Suarez,Shortstop and Third Baseman,Right,Right,"Signed thru 2017, 1 yr/$595k (17)",Eugenio Alejandro Suarez 
301,Adam,Duvall,Leftfielder and First Baseman,Right,Right,"Signed thru 2017, 1 yr/$578k (17)",Adam Lynn Duvall 
302,Billy,Hamilton,Outfielder,Left,Right,Contract Info Unavailable,William Robert Hamilton 
303,Jay,Bruce,Rightfielder,Left,Left,"Signed thru 2017, 7 yrs/$63M (11-17)",Jay Allen Bruce 
304,Scott,Schebler,Outfielder,Left,Right,"Signed thru 2017, 1 yr/$540k (17)",Scott Anthony Schebler 
305,Jose,Peraza,"Shortstop, Second Baseman and Outfielder",Right,Right,"Signed thru 2017, 1 yr/$540k (17)",Jose Francisco (Polo) Peraza 
306,Ivan,De Jesus,Shortstop,Right,Right,Contract Info Unavailable,Ivan (Alvarez) de Jesus 
307,Tyler,Holt,Outfielder and Pinch Hitter,Right,Right,Pre-Arb Eligible,Tyler Andrew Holt 
308,Ramon,Cabrera,Catcher and Pinch Hitter,Both,Right,Pre-Arb Eligible,Ramon Salvador Cabrera 
309,Tony,Renda,"Pinch Hitter, Second Baseman and Outfielder",Right,Right,Pre-Arb Eligible,Anthony John Renda 
310,Devin,Mesoraco,Catcher,Right,Right,"Signed thru 2018, 4 yrs/$28M (15-18)",Devin Douglas Mesoraco 
311,Steve,Selsky,"Outfielder, Pinch Hitter and Third Baseman",Right,Right,"Signed thru 2017, 1 yr/$535k (17)",Steven Garth Selsky 
312,Jordan,Pacheco,"First Baseman, Pinch Hitter and Third Baseman",Right,Right,Contract Info Unavailable,Jordan Patrick Pacheco 
313,Hernan,Iribarren,"Pinch Hitter, Outfielder and Second Baseman",Left,Right,Pre-Arb Eligible,Hernan Alcides (Rodriguez) Iribarren 
314,Kyle,Waldrop,Pitcher,Right,Right,Contract Info Unavailable,Steven Kyle Waldrop 
315,Rafael,Lopez,Pitcher,Right,Right,Contract Info Unavailable,Jose Ramon (Hevia) Lopez 
316,Patrick,Kivlehan,"Rightfielder, Pinch Hitter and First Baseman",Right,Right,"Signed thru 2017, 1 yr/$535k (17)",Patrick Anthony Kivlehan 
317,Dan,Straily,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$552k (17)",Daniel Steven Straily 
318,Brandon,Finnegan,Pitcher,Left,Left,"Signed thru 2017, 1 yr/$567k (17)",Brandon Kyle Finnegan 
319,Anthony,DeSclafani,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$585k (17)",Anthony James DeSclafani 
320,Tim,Adleman,Pitcher,Right,Right,Pre-Arb Eligible,Timothy Max Adleman 
321,John,Lamb,Pitcher,Right,Right,Contract Info Unavailable,John Andrew Lamb 
322,Alfredo,Simon,Pitcher,Right,Right,Contract Info Unavailable,Alfredo (Cabrera) Simon 
323,Cody,Reed,Pitcher,Left,Left,"Signed thru 2017, 1 yr/$537k (17)",Cody Austin Reed 
324,Robert,Stephenson,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$535k (17)",Robert William Stephenson 
325,Homer,Bailey,Pitcher,Right,Left,Contract Info Unavailable,Howard Lee Bailey 
326,Raisel,Iglesias,Pitcher,Right,Right,"Signed thru 2020, 7 yrs/$27M (14-20)",Raisel (Travieso) Iglesias 
327,Josh,Smith,First Baseman,Unknown,Unknown,Contract Info Unavailable,John Joseph Smith 
328,Keyvius,Sampson,Pitcher,Right,Right,Pre-Arb Eligible,Keyvius N. Sampson 
329,Jon,Moscot,Pitcher,Right,Right,Pre-Arb Eligible,Jonathan Solomon Moscot 
330,Daniel,Wright,Pitcher,Right,Right,Contract Info Unavailable,David William Wright 
331,Michael,Lorenzen,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$555k (17)",Michael Clifton Lorenzen 
332,Tim,Melville,Pitcher,Right,Right,Contract Info Unavailable,Timothy Macgill Melville 
333,Drew,Hayes,Pitcher,Right,Right,Contract Info Unavailable,Andrew Trent Hayes 
334,Blake,Wood,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$1.28M (17)",Blake Daniel Wood 
335,Jumbo,Diaz,Pinch Hitter and First Baseman,Right,Right,Contract Info Unavailable,Juan Carlos Diaz 
336,A.J.,Morris,Pitcher,Right,Right,Contract Info Unavailable,Anthony Joseph Morris 
337,Tony,Cingrani,Pitcher,Left,Left,"Signed thru 2017, 1 yr/$1.83M (17)",Anthony Michael Cingrani 
338,J.C.,Ramirez,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$550k (17)",Juan Carlos Ramirez 
339,J.J.,Hoover,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$900k (17)",James Allen Hoover 
340,Caleb,Cotham,Pitcher,Right,Right,Contract Info Unavailable,Caleb Kent Cotham 
341,Wandy,Peralta,Pitcher,Left,Left,"Signed thru 2017, 1 yr/$535k (17)",Wandy Luis (Dominguez) Peralta 
342,Matt,Magill,Pitcher,Right,Right,Pre-Arb Eligible,Matthew W. Magill 
343,Abel,De Los Santos,Pitcher,Right,Right,Pre-Arb Eligible,Abel (Mejia) De Los Santos 
344,Layne,Somsen,Pitcher,Right,Right,Pre-Arb Eligible,Layne R. Somsen 
345,Ross,Ohlendorf,Pitcher,Right,Right,Contract Info Unavailable,Curtis Ross Ohlendorf 
346,Steve,Delabar,Pitcher,Right,Right,1st-Year Arb Eligible,Steven Edward Delabar 
347,Dayan,Diaz,Pitcher,Right,Right,Pre-Arb Eligible,Dayan Enrique Diaz 
348,Yan,Gomes,Catcher and First Baseman,Right,Right,"Signed thru 2019, 6 yrs/$23M (14-19) & 20-21 team option",Yan Gomes 
349,Mike,Napoli,First Baseman and Catcher,Right,Right,"Signed thru 2017, 1 yr/$8.5M (17) & 18 team option",Michael Anthony Napoli 
350,Jason,Kipnis,Second Baseman,Left,Right,"Signed thru 2019, 6 yrs/$52.5M (14-19) & 20 team option",Jason Michael Kipnis 
351,Francisco,Lindor,Shortstop,Both,Right,"Signed thru 2017, 1 yr/$579k (17)",Francisco Miguel Lindor 
352,Rajai,Davis,Outfielder,Right,Right,"Signed thru 2017, 1 yr/$6M (17)",Rajai Lavae Davis 
353,Tyler,Naquin,Centerfielder,Left,Right,"Signed thru 2017, 1 yr/$565k (17)",Tyler Wesley Naquin 
354,Lonnie,Chisenhall,Third Baseman and Rightfielder,Left,Right,"Signed thru 2017, 1 yr/$4.3M (17)",Lonnie David Chisenhall 
355,Carlos,Santana,First Baseman and Catcher,Both,Right,"Signed thru 2017, 6 yrs/$31.8M (12-17)",Carlos Santana 
356,Juan,Uribe,"Shortstop, Third Baseman and Second Baseman",Right,Right,Contract Info Unavailable,Juan C. (Tena) Uribe 
357,Abraham,Almonte,Outfielder,Both,Right,"Signed thru 2017, 1 yr/$544k (17)",Abraham Almonte 
358,Roberto,Perez,Outfielder and Pinch Hitter,Right,Right,Contract Info Unavailable,Robert Alexander (Jimenez) Perez 
359,Chris,Gimenez,"Catcher, First Baseman and Leftfielder",Right,Right,"Signed thru 2017, 1 yr/$950k (17)",Christopher Paul Gimenez 
360,Marlon,Byrd,Outfielder,Right,Right,Contract Info Unavailable,Marlon Jerrard Byrd 
361,Brandon,Guyer,Outfielder and Pinch Hitter,Right,Right,"Signed thru 2018, 2 yrs/$5M (17-18) & 19 team option",Brandon Eric Guyer 
362,Coco,Crisp,Centerfielder,Both,Right,Contract Info Unavailable,Covelli Loyce Crisp 
363,Michael,Brantley,Outfielder,Right,Right,Contract Info Unavailable,Michael Charles Brantley Sr.
364,Erik,Gonzalez,"Shortstop, Pinch Hitter and Second Baseman",Right,Right,Pre-Arb Eligible,Erik Gonzalez 
365,Collin,Cowgill,Outfielder,Right,Left,1st-Year Arb Eligible,Collin Brannen Cowgill 
366,Jesus,Aguilar,First Baseman and Pinch Hitter,Right,Right,"Signed thru 2017, 1 yr/$536k (17)",Jesus Alexander Aguilar 
367,Adam,Moore,Catcher,Right,Right,Pre-Arb Eligible,Adam Ross Moore 
368,Josh,Tomlin,Pitcher,Right,Right,"Signed thru 2017, 2 yrs/$5.5M (16-17) & 18 team option",Joshua Aubry Tomlin 
369,Corey,Kluber,Pitcher,Right,Right,"Signed thru 2019, 5 yrs/$38.5M (15-19) & 20-21 team option",Corey Scott Kluber 
370,Trevor,Bauer,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$3.55M (17)",Trevor Andrew Bauer 
371,Danny,Salazar,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$3.4M (17)",Daniel Dariel (del Rosario) Salazar 
372,Mike,Clevinger,Pitcher,Right,Right,Pre-Arb Eligible,Michael Anthony Clevinger 
373,Joseph,Colon,Pitcher,Right,Right,Pre-Arb Eligible,Joseph Colon 
374,Carlos,Carrasco,Pitcher,Right,Right,"Signed thru 2018, 4 yrs/$22M (15-18) & 19-20 team option",Carlos Luis Carrasco 
375,Joba,Chamberlain,Shortstop and Third Baseman,Right,Right,Contract Info Unavailable,Joseph Jeremiah Chamberlain 
376,Kyle,Crockett,Pitcher,Left,Left,Pre-Arb Eligible,Kyle Richard Crockett 
377,Andrew,Miller,Pitcher,Left,Left,"Signed thru 2018, 4 yrs/$36M (15-18)",Andrew Mark Miller 
378,T.J.,House,Pitcher,Right,Left,Pre-Arb Eligible,Glenn Anthony House 
379,Tom,Gorzelanny,Pitcher,Right,Left,Free Agent,Thomas Stephen Gorzelanny 
380,Ryan,Merritt,Pitcher,Left,Left,Pre-Arb Eligible,Ryan Adam Merritt 
381,Cody,Allen,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$7.35M (17)",Cody Edward Allen 
382,Ross,Detwiler,Pitcher,Right,Left,Free Agent,Ross Emery Detwiler 
383,Austin,Adams,Pitcher,Right,Right,Pre-Arb Eligible,Austin David Adams 
384,Jeff,Manship,Pitcher,Right,Right,Contract Info Unavailable,Jeffrey Michael Manship 
385,Perci,Garner,Pitcher,Right,Right,Pre-Arb Eligible,Percival Garner 
386,Cody,Anderson,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$539k (17)",Cody Andrew Anderson 
387,Zach,McAllister,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$1.83M (17)",Zachary Taylor McAllister 
388,Bryan,Shaw,Pitcher,Both,Right,"Signed thru 2017, 1 yr/$4.6M (17)",Bryan Anthony Shaw 
